cycle,range_bin,doppler_bin,output_hex
1147705000,27,22,00fe013c
1147715000,27,23,fe95ffd9
1147725000,27,24,023f0239
1147735000,27,25,fbf8fce5
1147745000,27,26,00b7fefa
1147755000,27,27,02e40272
1147765000,27,28,fd99ff67
1147775000,27,29,01f60053
1147785000,27,30,fe9effc4
1147795000,27,31,00cb00c5
1149675000,28,0,00230066
1149685000,28,1,0064ff92
1149695000,28,2,fed9fe56
1149705000,28,3,02590478
1149715000,28,4,fca7fd38
1149725000,28,5,04bbff49
1149735000,28,6,fb3cff3f
1149745000,28,7,022f019c
1149755000,28,8,0043009e
1149765000,28,9,fe10feb0
1149775000,28,10,022300ee
1149785000,28,11,fe23fdc0
1149795000,28,12,00b70398
1149805000,28,13,007dfde5
1149815000,28,14,ffcc0111
1149825000,28,15,ffe1ff54
1151705000,28,16,ff5aff9e
1151715000,28,17,0086ffca
1151725000,28,18,00fe00bf
1151735000,28,19,fdcaffb4
1151745000,28,20,0269ff52
1151755000,28,21,fbfc0544
1151765000,28,22,0301f80a
1151775000,28,23,fd9902db
1151785000,28,24,03b600ae
1151795000,28,25,fc4affe6
1151805000,28,26,fedefe47
1151815000,28,27,0326014a
1151825000,28,28,00270016
1151835000,28,29,fea0fff8
1151845000,28,30,008bff5c
1151855000,28,31,000300fb
1153735000,29,0,001a0025
1153745000,29,1,002bff7f
1153755000,29,2,fefb0041
1153765000,29,3,01c500d4
1153775000,29,4,fe47ffad
1153785000,29,5,01ec00f1
1153795000,29,6,fe0efbe2
1153805000,29,7,0208020e
1153815000,29,8,ff6a03a7
1153825000,29,9,fd17fb7d
1153835000,29,10,03230095
1153845000,29,11,fe99009a
1153855000,29,12,010d0213
1153865000,29,13,fea2fd7b
1153875000,29,14,01040154
1153885000,29,15,ffc2ff84
1155765000,29,16,ffc5ffa7
1155775000,29,17,ff4e008c
1155785000,29,18,024dff99
1155795000,29,19,fd1a005d
1155805000,29,20,01eefe22
1155815000,29,21,fe2a0354
1155825000,29,22,0184fc82
1155835000,29,23,01140159
1155845000,29,24,ffe10175
1155855000,29,25,fdcc00e6
1155865000,29,26,ff3dfc3f
1155875000,29,27,004e02ad
1155885000,29,28,02f0ff36
1155895000,29,29,fcc0006a
1155905000,29,30,01ceff1a
1155915000,29,31,ffc000d5
1157795000,30,0,ffcb0013
1157805000,30,1,0031ff89
1157815000,30,2,ffca002a
1157825000,30,3,000c00e8
1157835000,30,4,00b9fe9f
1157845000,30,5,0023015f
1157855000,30,6,fe08fdb8
1157865000,30,7,0024fedb
1157875000,30,8,031504c7
1157885000,30,9,fc97ff7d
1157895000,30,10,febcfb0c
1157905000,30,11,049a04fc
1157915000,30,12,fd6bfd6b
1157925000,30,13,0089027f
1157935000,30,14,ff86fdce
1157945000,30,15,00aa00bd
1159825000,30,16,ffb10043
1159835000,30,17,ffeb002b
1159845000,30,18,01cb0041
1159855000,30,19,fcecff28
1159865000,30,20,040b007e
1159875000,30,21,fb46001d
1159885000,30,22,032d001b
1159895000,30,23,fdb10059
1159905000,30,24,0293fe15
1159915000,30,25,fd4700ff
1159925000,30,26,fee7fe53
1159935000,30,27,054e0258
1159945000,30,28,fc69fffe
1159955000,30,29,ffb4fff5
1159965000,30,30,0099005d
1159975000,30,31,0019ff3b
1161855000,31,0,001cffcf
1161865000,31,1,fedd0048
1161875000,31,2,017bfecf
1161885000,31,3,0071023d
1161895000,31,4,fef5fda9
1161905000,31,5,fdf4030f
1161915000,31,6,0353fc4a
1161925000,31,7,fe890164
1161935000,31,8,02300229
1161945000,31,9,fb7ffe7c
1161955000,31,10,0363fddf
1161965000,31,11,ff9503a5
1161975000,31,12,ff77fd5b
1161985000,31,13,00440149
1161995000,31,14,001fff9c
1162005000,31,15,ffd5000e
1163885000,31,16,001dffa4
1163895000,31,17,00a30115
1163905000,31,18,febaff77
1163915000,31,19,01baff65
1163925000,31,20,ffcdffd2
1163935000,31,21,fe3103d5
1163945000,31,22,01e7fba1
1163955000,31,23,fe670108
1163965000,31,24,00d7fdca
1163975000,31,25,022f04c1
1163985000,31,26,fc1cfd2d
1163995000,31,27,04260013
1164005000,31,28,fbe70068
1164015000,31,29,029100e1
1164025000,31,30,0033ff1b
1164035000,31,31,ff6d007c
1165915000,32,0,001b0033
1165925000,32,1,0046ff75
1165935000,32,2,007eff31
1165945000,32,3,ffd20210
1165955000,32,4,fd56fea6
1165965000,32,5,0471003f
1165975000,32,6,fbb5fe33
1165985000,32,7,02b202ac
1165995000,32,8,fd7300e3
1166005000,32,9,0402fe25
1166015000,32,10,fbd0ff71
1166025000,32,11,03e80062
1166035000,32,12,fc5801b0
1166045000,32,13,025bfe7b
1166055000,32,14,0011005f
1166065000,32,15,ff30ffee
1167945000,32,16,0034fff3
1167955000,32,17,ff76ffe3
1167965000,32,18,00f500c9
1167975000,32,19,fecbff52
1167985000,32,20,01d70081
1167995000,32,21,fae70113
1168005000,32,22,03d4fc53
1168015000,32,23,0288024d
1168025000,32,24,f97e002f
1168035000,32,25,06cc0089
1168045000,32,26,fbcbfe99
1168055000,32,27,00dbfe86
1168065000,32,28,020304cd
1168075000,32,29,fefffdb9
1168085000,32,30,00100063
1168095000,32,31,ff9affcb
1169975000,33,0,fffbffe8
1169985000,33,1,008cff87
1169995000,33,2,ff6500b5
1170005000,33,3,0096ffed
1170015000,33,4,fd82ffae
1170025000,33,5,05cafeba
1170035000,33,6,f8aa023d
1170045000,33,7,0588feab
1170055000,33,8,fdd90004
1170065000,33,9,ff84023b
1170075000,33,10,00cdfb8d
1170085000,33,11,007801e7
1170095000,33,12,fe2602a2
1170105000,33,13,00e2fe00
1170115000,33,14,00d0ffdd
1170125000,33,15,ff86006d
1172005000,33,16,ffcd001b
1172015000,33,17,ff21ffcf
1172025000,33,18,02810023
1172035000,33,19,fd0a004e
1172045000,33,20,018c00a7
1172055000,33,21,fd76ff7f
1172065000,33,22,00fffcd0
1172075000,33,23,02590484
1172085000,33,24,fd99fdf1
1172095000,33,25,ffd70039
1172105000,33,26,00bd00fd
1172115000,33,27,ff92fe64
1172125000,33,28,00c601b5
1172135000,33,29,fe6effa9
1172145000,33,30,016bfff8
1172155000,33,31,ffcfffea
1174035000,34,0,0037ffeb
1174045000,34,1,00560015
1174055000,34,2,ff68fec1
1174065000,34,3,009b019a
1174075000,34,4,fef70042
1174085000,34,5,0161ffd9
1174095000,34,6,fdebfce7
1174105000,34,7,02f0036c
1174115000,34,8,fec7ff67
1174125000,34,9,fd7c0063
1174135000,34,10,0338fe6f
1174145000,34,11,ff51ff38
1174155000,34,12,fe9f0420
1174165000,34,13,016dfc53
1174175000,34,14,ff910195
1174185000,34,15,ffd4ffbe
1176065000,34,16,ff8eff89
1176075000,34,17,ff8fffef
1176085000,34,18,00b2012d
1176095000,34,19,fee1fecb
1176105000,34,20,01c4ffbb
1176115000,34,21,fcb00004
1176125000,34,22,0468fe6b
1176135000,34,23,fceb0442
1176145000,34,24,012cff0b
1176155000,34,25,fdc3ffc9
1176165000,34,26,00ccfe11
1176175000,34,27,00d1002d
1176185000,34,28,ffb2042d
1176195000,34,29,ff9efc94
1176205000,34,30,ffb20043
1176215000,34,31,00db00de
1178095000,35,0,fff3004f
1178105000,35,1,0040ffa9
1178115000,35,2,ff94ff7a
1178125000,35,3,00c70072
1178135000,35,4,ff0c012d
1178145000,35,5,0011fe45
1178155000,35,6,fe71ff07
1178165000,35,7,03a1017b
1178175000,35,8,fd8f039d
1178185000,35,9,fe9cfac7
1178195000,35,10,03c001a4
1178205000,35,11,fd87ff58
1178215000,35,12,ff92033b
1178225000,35,13,026ffcb7
1178235000,35,14,fe430167
1178245000,35,15,008dff6f
1180125000,35,16,ff8eff88
1180135000,35,17,00980001
1180145000,35,18,ffa400ff
1180155000,35,19,ff6dfe1d
1180165000,35,20,01480138
1180175000,35,21,febc02b0
1180185000,35,22,ffd9fa8a
1180195000,35,23,feba03c0
1180205000,35,24,00cefcd4
1180215000,35,25,018c047f
1180225000,35,26,fd76fd13
1180235000,35,27,0199ffdb
1180245000,35,28,feec0160
1180255000,35,29,0104ff08
1180265000,35,30,ffd50098
1180275000,35,31,00040068
1182155000,36,0,ffe20026
1182165000,36,1,0103ffc9
1182175000,36,2,fe7cff78
1182185000,36,3,00e60195
1182195000,36,4,ff31fe5f
1182205000,36,5,01fe0214
1182215000,36,6,fcd3fd60
1182225000,36,7,02ad00a2
1182235000,36,8,010800f6
1182245000,36,9,fbd5007d
1182255000,36,10,0258fe4e
1182265000,36,11,ffb8fe27
1182275000,36,12,ffc105ed
1182285000,36,13,0086fc4e
1182295000,36,14,fff5008a
1182305000,36,15,ffe1ffe2
1184185000,36,16,ff89ffc7
1184195000,36,17,ff8300c3
1184205000,36,18,01f9ff5b
1184215000,36,19,fd970093
1184225000,36,20,0036ff02
1184235000,36,21,001301c6
1184245000,36,22,0084fda9
1184255000,36,23,fefb0045
1184265000,36,24,028d0275
1184275000,36,25,fbfbfec5
1184285000,36,26,033dfe99
1184295000,36,27,fe0bffbb
1184305000,36,28,024c0352
1184315000,36,29,fe5fff6e
1184325000,36,30,ff9efefb
1184335000,36,31,01130059
1186215000,37,0,0004005b
1186225000,37,1,00b0ff48
1186235000,37,2,ff2a017d
1186245000,37,3,00c8fe9a
1186255000,37,4,fe440150
1186265000,37,5,03dfff45
1186275000,37,6,fb32fea8
1186285000,37,7,04300190
1186295000,37,8,feac0031
1186305000,37,9,feb0ff3c
1186315000,37,10,0086fe91
1186325000,37,11,0014011e
1186335000,37,12,0000012c
1186345000,37,13,ffa9ffe3
1186355000,37,14,008aff4a
1186365000,37,15,ffac0004
1188245000,37,16,00210001
1188255000,37,17,feb2ff49
1188265000,37,18,034800a7
1188275000,37,19,fcdd003b
1188285000,37,20,00b6ff80
1188295000,37,21,ff030212
1188305000,37,22,0083fbc5
1188315000,37,23,027a017c
1188325000,37,24,fcf7ff8b
1188335000,37,25,ff8602db
1188345000,37,26,016cfd91
1188355000,37,27,fed1fe67
1188365000,37,28,018e0394
1188375000,37,29,ff15fea6
1188385000,37,30,0035ff73
1188395000,37,31,00000056
1190275000,38,0,ffcb0010
1190285000,38,1,00fe0019
1190295000,38,2,fee6ff68
1190305000,38,3,ff3500d9
1190315000,38,4,02e6ff0f
1190325000,38,5,fd3f022b
1190335000,38,6,ff23fdd2
1190345000,38,7,0370fdc4
1190355000,38,8,fe9b068c
1190365000,38,9,fe10fb4d
1190375000,38,10,017201f0
1190385000,38,11,00bdfd67
1190395000,38,12,ff1c03b5
1190405000,38,13,012bfe37
1190415000,38,14,ff45ffb6
1190425000,38,15,fffefff4
1192305000,38,16,ffb1ff77
1192315000,38,17,011800f6
1192325000,38,18,fe94ff8e
1192335000,38,19,00bcffbb
1192345000,38,20,028e00c3
1192355000,38,21,fadb003f
1192365000,38,22,0377fe42
1192375000,38,23,fbd8023d
1192385000,38,24,05c1fda5
1192395000,38,25,fddc0166
1192405000,38,26,ff48fe26
1192415000,38,27,00f2038b
1192425000,38,28,ff10fe39
1192435000,38,29,00e5ff5d
1192445000,38,30,007d013a
1192455000,38,31,ff96ffdd
1194335000,39,0,00710032
1194345000,39,1,0033ffc6
1194355000,39,2,ff71ffaa
1194365000,39,3,00af0091
1194375000,39,4,fdf900c1
1194385000,39,5,04acfe00
1194395000,39,6,fa5000b7
1194405000,39,7,03f0009a
1194415000,39,8,fefd00ec
1194425000,39,9,fe81fe9a
1194435000,39,10,01e7fe2c
1194445000,39,11,0081032f
1194455000,39,12,fd79ff9d
1194465000,39,13,0110fe9c
1194475000,39,14,0148008f
1194485000,39,15,fea00012
1196365000,39,16,ffeaff9e
1196375000,39,17,ff9bff9c
1196385000,39,18,01c80051
1196395000,39,19,ff1e0197
1196405000,39,20,ff42fdfb
1196415000,39,21,fe6d01a6
1196425000,39,22,024ffaec
1196435000,39,23,fed304eb
1196445000,39,24,0092fde4
1196455000,39,25,00630066
1196465000,39,26,ff06feb5
1196475000,39,27,007e02cf
1196485000,39,28,ffa6fe13
1196495000,39,29,004500f4
1196505000,39,30,ffafff0e
1196515000,39,31,001100b3
1198395000,40,0,fff8003e
1198405000,40,1,00cbff5b
1198415000,40,2,fe480011
1198425000,40,3,018a0155
1198435000,40,4,fe5cff8e
1198445000,40,5,04faffd8
1198455000,40,6,f87cff10
1198465000,40,7,0545ffc7
1198475000,40,8,0028002e
1198485000,40,9,fc8502fb
1198495000,40,10,0078fce3
1198505000,40,11,038afed5
1198515000,40,12,fc900416
1198525000,40,13,01c6fdbe
1198535000,40,14,ffa8ffc4
1198545000,40,15,ffa7004b
1200425000,40,16,ffa7000e
1200435000,40,17,ff74ff54
1200445000,40,18,02e200ad
1200455000,40,19,fd91ffb7
1200465000,40,20,002c016b
1200475000,40,21,fe6c0080
1200485000,40,22,029afa2a
1200495000,40,23,00000445
1200505000,40,24,ffd5ff6a
1200515000,40,25,fee40062
1200525000,40,26,00f2fecb
1200535000,40,27,0029fe69
1200545000,40,28,ffac0535
1200555000,40,29,0074fc82
1200565000,40,30,ff7e007e
1200575000,40,31,00ae005b
1202455000,41,0,003e0047
1202465000,41,1,ff22ffaa
1202475000,41,2,0254feb9
1202485000,41,3,fcde0350
1202495000,41,4,0312fe78
1202505000,41,5,fdf8ff2c
1202515000,41,6,01bcfffd
1202525000,41,7,fe56ff40
1202535000,41,8,01a401bb
1202545000,41,9,fe1aff88
1202555000,41,10,00dcfee7
1202565000,41,11,ff2400e6
1202575000,41,12,009cffca
1202585000,41,13,0118009e
1202595000,41,14,fe54ffaf
1202605000,41,15,008cfffe
1204485000,41,16,ffb8ffde
1204495000,41,17,ff50ff64
1204505000,41,18,01ab01cb
1204515000,41,19,ffd8fe34
1204525000,41,20,ff130200
1204535000,41,21,fce9fe29
1204545000,41,22,04a9fe2a
1204555000,41,23,fd8302dd
1204565000,41,24,02860042
1204575000,41,25,fbdefe6c
1204585000,41,26,0281fe5d
1204595000,41,27,ffba0182
1204605000,41,28,ff17017c
1204615000,41,29,0235fde3
1204625000,41,30,fe23013a
1204635000,41,31,00bfffb9
1206515000,42,0,fffaffbb
1206525000,42,1,ffba0052
1206535000,42,2,0056ff6f
1206545000,42,3,ff78ff9e
1206555000,42,4,00fc01b4
1206565000,42,5,fddfffe5
1206575000,42,6,0162fb89
1206585000,42,7,00c90701
1206595000,42,8,0148fbfd
1206605000,42,9,fab0ff70
1206615000,42,10,04520099
1206625000,42,11,febc0186
1206635000,42,12,0046febc
1206645000,42,13,003700a9
1206655000,42,14,ff12ff5f
1206665000,42,15,00e30073
1208545000,42,16,ff8a0024
1208555000,42,17,0012ff83
1208565000,42,18,00bd0124
1208575000,42,19,ff93fdc4
1208585000,42,20,ff3d041b
1208595000,42,21,ff94fe92
1208605000,42,22,0011fc2d
1208615000,42,23,01af03c3
1208625000,42,24,ff50fe14
1208635000,42,25,fda40213
1208645000,42,26,0091fd22
1208655000,42,27,0299027c
1208665000,42,28,fd5d0019
1208675000,42,29,01d2ff18
1208685000,42,30,fe9500d1
1208695000,42,31,00c1ffbd
1210575000,43,0,005affef
1210585000,43,1,ff62007b
1210595000,43,2,002ffea3
1210605000,43,3,004701bc
1210615000,43,4,01240008
1210625000,43,5,fd1200ce
1210635000,43,6,041bf9dd
1210645000,43,7,fde805b1
1210655000,43,8,ff14006f
1210665000,43,9,0096fd29
1210675000,43,10,ffdbff07
1210685000,43,11,0065036c
1210695000,43,12,001efde6
1210705000,43,13,fe7e0156
1210715000,43,14,0143ff35
1210725000,43,15,ffcc0057
1212605000,43,16,ff87000a
1212615000,43,17,ffacff81
1212625000,43,18,02770161
1212635000,43,19,fafefe50
1212645000,43,20,03da0087
1212655000,43,21,ff17000a
1212665000,43,22,ffd8ff83
1212675000,43,23,00510172
1212685000,43,24,feebff10
1212695000,43,25,002aff9f
1212705000,43,26,fe01ffa9
1212715000,43,27,02bcffc8
1212725000,43,28,ffb8005f
1212735000,43,29,fef7ff82
1212745000,43,30,00f400e3
1212755000,43,31,ffe9ff9a
1214635000,44,0,009b0003
1214645000,44,1,ffe40035
1214655000,44,2,ff89fda3
1214665000,44,3,011c03d0
1214675000,44,4,fe3efe42
1214685000,44,5,0433fffc
1214695000,44,6,fbe9fec4
1214705000,44,7,ff1dffb4
1214715000,44,8,03d502a3
1214725000,44,9,fca4fd7f
1214735000,44,10,02a701fb
1214745000,44,11,fd26fe72
1214755000,44,12,005e0120
1214765000,44,13,0211ffc4
1214775000,44,14,ff7b005e
1214785000,44,15,ff35ffce
1216665000,44,16,ffad0039
1216675000,44,17,ff78ff9b
1216685000,44,18,02390107
1216695000,44,19,fd2efdb9
1216705000,44,20,021503aa
1216715000,44,21,feeeff84
1216725000,44,22,0133fd24
1216735000,44,23,fdb701e2
1216745000,44,24,01afff8f
1216755000,44,25,fd8c00f5
1216765000,44,26,012bfcc1
1216775000,44,27,01c4039f
1216785000,44,28,fd5fffc2
1216795000,44,29,012efe38
1216805000,44,30,ffe10160
1216815000,44,31,000fffba
1218695000,45,0,0022ffdc
1218705000,45,1,00610028
1218715000,45,2,fea6fe85
1218725000,45,3,013f0327
1218735000,45,4,ffc0fe4f
1218745000,45,5,00e7008a
1218755000,45,6,fd1dfebc
1218765000,45,7,02d1ff02
1218775000,45,8,019e0462
1218785000,45,9,fa6bfd14
1218795000,45,10,03f8ffc9
1218805000,45,11,ffb5fea9
1218815000,45,12,ff1c041f
1218825000,45,13,0059fd26
1218835000,45,14,00690062
1218845000,45,15,ff6f002a
1220725000,45,16,004c0007
1220735000,45,17,ffcd0026
1220745000,45,18,002e009f
1220755000,45,19,0108feba
1220765000,45,20,004e00e2
1220775000,45,21,fd4f015f
1220785000,45,22,00dbfe2c
1220795000,45,23,ff0b0239
1220805000,45,24,0364f9eb
1220815000,45,25,fc4705d0
1220825000,45,26,032efc73
1220835000,45,27,ff160322
1220845000,45,28,ff26fef8
1220855000,45,29,005dff27
1220865000,45,30,014d0196
1220875000,45,31,feffff4f
1222755000,46,0,ffe00008
1222765000,46,1,003fff88
1222775000,46,2,00cfffee
1222785000,46,3,fdb90212
1222795000,46,4,0248fc91
1222805000,46,5,ff690333
1222815000,46,6,ff2ffd57
1222825000,46,7,ff6900d7
1222835000,46,8,04680102
1222845000,46,9,fa39fff0
1222855000,46,10,024dfd6c
1222865000,46,11,0043028c
1222875000,46,12,ff94fec5
1222885000,46,13,ffef0269
1222895000,46,14,0089fddf
1222905000,46,15,ffd30087
1224785000,46,16,ffe6006a
1224795000,46,17,ff97ff82
1224805000,46,18,00ed0171
1224815000,46,19,ff30fe35
1224825000,46,20,020e015d
1224835000,46,21,fc14ff2c
1224845000,46,22,02690001
1224855000,46,23,ff450088
1224865000,46,24,04c8ffbc
1224875000,46,25,f8a702ac
1224885000,46,26,019dfc35
1224895000,46,27,008201ad
1224905000,46,28,ffec0021
1224915000,46,29,00f2000a
1224925000,46,30,ff35005d
1224935000,46,31,0065ff7a
1226815000,47,0,ff97ffa5
1226825000,47,1,0073003c
1226835000,47,2,ff870012
1226845000,47,3,004e0073
1226855000,47,4,ffaeff1e
1226865000,47,5,01680226
1226875000,47,6,fc91fd0e
1226885000,47,7,04d3017f
1226895000,47,8,fecfffd1
1226905000,47,9,fd8b0114
1226915000,47,10,ff03fdca
1226925000,47,11,0678009b
1226935000,47,12,fa9800d4
1226945000,47,13,0122ff3a
1226955000,47,14,ffb9ffe6
1226965000,47,15,005f008b
1228845000,47,16,0046ffd1
1228855000,47,17,ffdbffb5
1228865000,47,18,ff2dffe0
1228875000,47,19,020e014b
1228885000,47,20,fdbbff10
1228895000,47,21,0007ff18
1228905000,47,22,011bfee4
1228915000,47,23,00b20310
1228925000,47,24,00e0fc0f
1228935000,47,25,fa63046b
1228945000,47,26,0567fb8e
1228955000,47,27,fe140369
1228965000,47,28,00ebfe98
1228975000,47,29,004b0110
1228985000,47,30,ff45fe8e
1228995000,47,31,006c009c
1230875000,48,0,ffeafff7
1230885000,48,1,00220040
1230895000,48,2,ff38fd98
1230905000,48,3,01b60397
1230915000,48,4,fc21ffc1
1230925000,48,5,060dfe1b
1230935000,48,6,fa20ff80
1230945000,48,7,04d6017d
1230955000,48,8,fcb60049
1230965000,48,9,0132ffe0
1230975000,48,10,ff42fe2e
1230985000,48,11,00e0005d
1230995000,48,12,ff73034b
1231005000,48,13,003bfd29
1231015000,48,14,004a0056
1231025000,48,15,ffe00043
1232905000,48,16,00230029
1232915000,48,17,ff4aff58
1232925000,48,18,02900208
1232935000,48,19,fc68fe98
1232945000,48,20,01acff39
1232955000,48,21,ff700494
1232965000,48,22,001bf940
1232975000,48,23,029202bc
1232985000,48,24,fcd5014d
1232995000,48,25,ff26fe54
1233005000,48,26,03c200d2
1233015000,48,27,fd22fec8
1233025000,48,28,037801dd
1233035000,48,29,fd840084
1233045000,48,30,008fff1a
1233055000,48,31,00080020
1234935000,49,0,005dffe2
1234945000,49,1,0005fffd
1234955000,49,2,ff31ff8f
1234965000,49,3,00ac0184
1234975000,49,4,fea8ff39
1234985000,49,5,0355008d
1234995000,49,6,fd47fdba
1235005000,49,7,00980213
1235015000,49,8,018fffda
1235025000,49,9,fb9fffb3
1235035000,49,10,03f5ff93
1235045000,49,11,0058ff10
1235055000,49,12,fd2c03f3
1235065000,49,13,013ffc07
1235075000,49,14,00eb019c
1235085000,49,15,ff14ffb5
1236965000,49,16,ffb0ffdb
1236975000,49,17,ffc1007e
1236985000,49,18,0138ffae
1236995000,49,19,002fffe9
1237005000,49,20,fcbb024e
1237015000,49,21,0238fd25
1237025000,49,22,fee1ff7a
1237035000,49,23,02820142
1237045000,49,24,fea2004b
1237055000,49,25,fe2b01a0
1237065000,49,26,01cafc20
1237075000,49,27,00b5026b
1237085000,49,28,fe0f0114
1237095000,49,29,0200fee9
1237105000,49,30,fec100b0
1237115000,49,31,00e6ffbe
1238995000,50,0,0025ffdf
1239005000,50,1,ffc50072
1239015000,50,2,0037ff0c
1239025000,50,3,fff7ffa1
1239035000,50,4,015402b2
1239045000,50,5,fc98fe22
1239055000,50,6,01f6fd37
1239065000,50,7,00920530
1239075000,50,8,011bfcd1
1239085000,50,9,fc6102b4
1239095000,50,10,03bffc08
1239105000,50,11,fc9900f3
1239115000,50,12,02940256
1239125000,50,13,fea6fee0
1239135000,50,14,0024ffb5
1239145000,50,15,0042005c
1241025000,50,16,00030023
1241035000,50,17,ff6bff52
1241045000,50,18,0101ff97
1241055000,50,19,ffd40214
1241065000,50,20,fe42fee3
1241075000,50,21,001d013e
1241085000,50,22,ff77fc10
1241095000,50,23,04b70261
1241105000,50,24,fa450053
1241115000,50,25,00c7ff18
1241125000,50,26,fff30187
1241135000,50,27,024efd04
1241145000,50,28,fe4a02e3
1241155000,50,29,00ed0008
1241165000,50,30,ff31ff1e
1241175000,50,31,001b004f
1243055000,51,0,fffdffda
1243065000,51,1,008cffa6
1243075000,51,2,fed0ff37
1243085000,51,3,01fe0225
1243095000,51,4,fd54ffdb
1243105000,51,5,0238fdf6
1243115000,51,6,fcc501a9
1243125000,51,7,0539febf
1243135000,51,8,fe650312
1243145000,51,9,fd48fdc2
1243155000,51,10,00e8fd85
1243165000,51,11,030201ed
1243175000,51,12,fc0e0245
1243185000,51,13,01ccfe0e
1243195000,51,14,0067ff97
1243205000,51,15,ff4700bb
1245085000,51,16,ffb3ffc8
1245095000,51,17,00bc0086
1245105000,51,18,00b900cc
1245115000,51,19,fd9cfe44
1245125000,51,20,01790040
1245135000,51,21,005f0115
1245145000,51,22,006a00be
1245155000,51,23,fd94fd5c
1245165000,51,24,ff6502c4
1245175000,51,25,0386fc28
1245185000,51,26,fe0b03ba
1245195000,51,27,0230fc74
1245205000,51,28,fdff0504
1245215000,51,29,000bfd35
1245225000,51,30,00e20114
1245235000,51,31,ffb4ff9c
1247115000,52,0,00320039
1247125000,52,1,0004ffb1
1247135000,52,2,ff78feef
1247145000,52,3,013b0348
1247155000,52,4,ff1afcec
1247165000,52,5,fffd00c2
1247175000,52,6,ff630102
1247185000,52,7,01aafc7e
1247195000,52,8,00f00631
1247205000,52,9,fc6afa29
1247215000,52,10,004a0139
1247225000,52,11,028f011e
1247235000,52,12,fe1c0212
1247245000,52,13,00d5fc90
1247255000,52,14,ffeb01fe
1247265000,52,15,ffe4ff60
1249145000,52,16,ffa80009
1249155000,52,17,ff08fff5
1249165000,52,18,03430062
1249175000,52,19,fc340019
1249185000,52,20,003fff76
1249195000,52,21,013a01c4
1249205000,52,22,fea0fbd5
1249215000,52,23,01230121
1249225000,52,24,00d00433
1249235000,52,25,fd5afbcd
1249245000,52,26,014500dc
1249255000,52,27,ff94fed9
1249265000,52,28,011502fa
1249275000,52,29,ff74ff5e
1249285000,52,30,feecff71
1249295000,52,31,01150029
1251175000,53,0,ffda006b
1251185000,53,1,0053fe6b
1251195000,53,2,ff98021b
1251205000,53,3,007dff1c
1251215000,53,4,ff67ff0c
1251225000,53,5,0128027c
1251235000,53,6,fe01fc44
1251245000,53,7,0172017f
1251255000,53,8,015a0165
1251265000,53,9,fb8d007b
1251275000,53,10,032afc67
1251285000,53,11,ffc30312
1251295000,53,12,fff9ff24
1251305000,53,13,ffc80142
1251315000,53,14,ffd1fe1a
1251325000,53,15,005600cf
1253205000,53,16,003bffdf
1253215000,53,17,ffa60087
1253225000,53,18,01cdff59
1253235000,53,19,fe920009
1253245000,53,20,ff920039
1253255000,53,21,ffc80396
1253265000,53,22,feedf9a7
1253275000,53,23,03780261
1253285000,53,24,faf1fed5
1253295000,53,25,0660024d
1253305000,53,26,fbddfd65
1253315000,53,27,ffe402bd
1253325000,53,28,00a2fdeb
1253335000,53,29,00860146
1253345000,53,30,0039000b
1253355000,53,31,fefeff91
1255235000,54,0,ffbfffac
1255245000,54,1,0045ffb2
1255255000,54,2,ffff0064
1255265000,54,3,ffe0ff3d
1255275000,54,4,011e0086
1255285000,54,5,fd1f020d
1255295000,54,6,020dfbc1
1255305000,54,7,01d901ac
1255315000,54,8,fd81008e
1255325000,54,9,fde70086
1255335000,54,10,028bfe5a
1255345000,54,11,00e00241
1255355000,54,12,fe0efe1c
1255365000,54,13,0151018b
1255375000,54,14,ff65fee5
1255385000,54,15,006300c6
1257265000,54,16,ffe40064
1257275000,54,17,ff02ffef
1257285000,54,18,01b4fff0
1257295000,54,19,fe27006f
1257305000,54,20,01befe8a
1257315000,54,21,fe4301de
1257325000,54,22,0082ff7c
1257335000,54,23,02feff88
1257345000,54,24,fbfa006c
1257355000,54,25,01100251
1257365000,54,26,ff32feee
1257375000,54,27,0025fc75
1257385000,54,28,01940316
1257395000,54,29,ff4f0066
1257405000,54,30,ffd8ffa6
1257415000,54,31,0062ff80
1259295000,55,0,0048003b
1259305000,55,1,0006ffdd
1259315000,55,2,ff9afece
1259325000,55,3,01ae027d
1259335000,55,4,fc7cfef1
1259345000,55,5,041ffea8
1259355000,55,6,fcd1ff47
1259365000,55,7,027a0274
1259375000,55,8,fd70fe9d
1259385000,55,9,fec601d9
1259395000,55,10,041cfd64
1259405000,55,11,fdc20111
1259415000,55,12,ff8402c7
1259425000,55,13,017dfc7a
1259435000,55,14,ff9101d7
1259445000,55,15,ffdeff46
1261325000,55,16,001affc7
1261335000,55,17,ffd400be
1261345000,55,18,00eeff2b
1261355000,55,19,fe8e00b3
1261365000,55,20,ffa0fe5d
1261375000,55,21,01cb026f
1261385000,55,22,ff45ff77
1261395000,55,23,fbd8feb3
1261405000,55,24,03fafec9
1261415000,55,25,fede032c
1261425000,55,26,00eefc43
1261435000,55,27,fe3803cf
1261445000,55,28,0018fd1f
1261455000,55,29,012b039f
1261465000,55,30,ff1bfd9f
1261475000,55,31,ffe200a3
1263355000,56,0,ffeefff9
1263365000,56,1,00110047
1263375000,56,2,ffd1fddd
1263385000,56,3,00ad03bd
